component,value,count
geometry,2.49,11
geometry,2.491,20
geometry,2.492,11
geometry,2.493,21
geometry,2.494,21
geometry,2.495,15
geometry,2.496,19
geometry,2.497,16
geometry,2.498,17
geometry,2.499,13
geometry,2.5,17
geometry,2.501,19
geometry,2.502,21
geometry,2.503,13
geometry,2.504,16
geometry,2.505,17
geometry,2.506,11
geometry,2.507,17
geometry,2.508,16
geometry,2.509,18
geometry,2.51,24
geometry,2.511,20
geometry,2.512,20
geometry,2.513,13
geometry,2.514,19
geometry,2.515,17
geometry,2.516,17
geometry,2.517,12
geometry,2.518,14
geometry,2.519,11
geometry,2.52,17
geometry,2.521,20
geometry,2.522,15
geometry,2.523,9
geometry,2.524,20
geometry,2.525,17
geometry,2.526,18
geometry,2.527,14
geometry,2.528,24
geometry,2.529,24
geometry,2.53,11
geometry,2.531,18
geometry,2.532,22
geometry,2.533,21
geometry,2.534,18
geometry,2.535,19
geometry,2.536,12
geometry,2.537,15
geometry,2.538,17
geometry,2.539,17
geometry,2.54,14
geometry,2.541,10
geometry,2.542,24
geometry,2.543,19
geometry,2.544,11
geometry,2.545,21
geometry,2.546,20
geometry,2.547,15
geometry,2.548,17
geometry,2.549,22
geometry,2.55,18
geometry,2.551,22
geometry,2.552,19
geometry,2.553,20
geometry,2.554,17
geometry,2.555,26
geometry,2.556,20
geometry,2.557,16
geometry,2.558,20
geometry,2.559,10
geometry,2.56,17
geometry,2.561,11
geometry,2.562,18
geometry,2.563,14
geometry,2.564,16
geometry,2.565,11
geometry,2.566,16
geometry,2.567,7
geometry,2.568,18
geometry,2.569,17
geometry,2.57,18
geometry,2.571,9
geometry,2.572,9
geometry,2.573,19
geometry,2.574,16
geometry,2.575,11
geometry,2.576,11
geometry,2.577,17
geometry,2.578,21
geometry,2.579,9
geometry,2.58,11
geometry,2.581,16
geometry,2.582,12
geometry,2.583,9
geometry,2.584,17
geometry,2.585,20
geometry,2.586,16
geometry,2.587,14
geometry,2.588,25
geometry,2.589,12
geometry,2.59,14
geometry,2.591,10
geometry,2.592,23
geometry,2.593,13
geometry,2.594,16
geometry,2.595,22
geometry,2.596,22
geometry,2.597,17
geometry,2.598,17
geometry,2.599,24
geometry,2.6,20
geometry,2.601,12
geometry,2.602,9
geometry,2.603,14
geometry,2.604,16
geometry,2.605,12
geometry,2.606,14
geometry,2.607,17
geometry,2.608,13
geometry,2.609,14
geometry,2.61,11
geometry,2.611,16
geometry,2.612,7
geometry,2.613,10
geometry,2.614,19
geometry,2.615,9
geometry,2.616,17
geometry,2.617,16
geometry,2.618,12
geometry,2.619,12
geometry,2.62,21
geometry,2.621,13
geometry,2.622,8
geometry,2.623,18
geometry,2.624,21
geometry,2.625,11
geometry,2.626,16
geometry,2.627,11
geometry,2.628,20
geometry,2.629,16
geometry,2.63,8
geometry,2.631,12
geometry,2.632,14
geometry,2.633,10
geometry,2.634,13
geometry,2.635,20
geometry,2.636,17
geometry,2.637,14
geometry,2.638,19
geometry,2.639,14
geometry,2.64,20
geometry,2.641,16
geometry,2.642,19
geometry,2.643,12
geometry,2.644,10
geometry,2.645,9
geometry,2.646,13
geometry,2.647,19
geometry,2.648,13
geometry,2.649,11
geometry,2.65,12
geometry,2.651,14
geometry,2.652,20
geometry,2.653,15
geometry,2.654,18
geometry,2.655,12
geometry,2.656,20
geometry,2.657,13
geometry,2.658,13
geometry,2.659,13
geometry,2.66,18
geometry,2.661,15
geometry,2.662,19
geometry,2.663,8
geometry,2.664,18
geometry,2.665,13
geometry,2.666,10
geometry,2.667,14
geometry,2.668,18
geometry,2.669,17
geometry,2.67,21
geometry,2.671,22
geometry,2.672,16
geometry,2.673,10
geometry,2.674,14
geometry,2.675,16
geometry,2.676,14
geometry,2.677,16
geometry,2.678,17
geometry,2.679,12
geometry,2.68,15
geometry,2.681,14
geometry,2.682,19
geometry,2.683,18
geometry,2.684,13
geometry,2.685,11
geometry,2.686,13
geometry,2.687,9
geometry,2.688,18
geometry,2.689,13
geometry,2.69,14
geometry,2.691,15
geometry,2.692,17
geometry,2.693,7
geometry,2.694,17
geometry,2.695,15
geometry,2.696,14
geometry,2.697,10
geometry,2.698,13
geometry,2.699,17
geometry,2.7,14
geometry,2.701,9
geometry,2.702,19
geometry,2.703,9
geometry,2.704,8
geometry,2.705,17
geometry,2.706,13
geometry,2.707,11
geometry,2.708,17
geometry,2.709,14
geometry,2.71,9
geometry,2.711,14
geometry,2.712,17
geometry,2.713,14
geometry,2.714,18
geometry,2.715,12
geometry,2.716,16
geometry,2.717,7
geometry,2.718,13
geometry,2.719,15
geometry,2.72,13
geometry,2.721,21
geometry,2.722,9
geometry,2.723,11
geometry,2.724,13
geometry,2.725,20
geometry,2.726,16
geometry,2.727,13
geometry,2.728,11
geometry,2.729,14
geometry,2.73,14
geometry,2.731,10
geometry,2.732,17
geometry,2.733,15
geometry,2.734,13
geometry,2.735,9
geometry,2.736,20
geometry,2.737,14
geometry,2.738,15
geometry,2.739,11
geometry,2.74,14
geometry,2.741,11
geometry,2.742,19
geometry,2.743,17
geometry,2.744,14
geometry,2.745,16
geometry,2.746,13
geometry,2.747,9
geometry,2.748,10
geometry,2.749,19
geometry,2.75,10
geometry,2.751,13
geometry,2.752,12
geometry,2.753,10
geometry,2.754,10
geometry,2.755,18
geometry,2.756,14
geometry,2.757,11
geometry,2.758,9
geometry,2.759,14
geometry,2.76,17
geometry,2.761,15
geometry,2.762,13
geometry,2.763,18
geometry,2.764,18
geometry,2.765,11
geometry,2.766,13
geometry,2.767,8
geometry,2.768,14
geometry,2.769,18
geometry,2.77,15
geometry,2.771,12
geometry,2.772,18
geometry,2.773,15
geometry,2.774,20
geometry,2.775,10
geometry,2.776,14
geometry,2.777,11
geometry,2.778,13
geometry,2.779,17
geometry,2.78,7
geometry,2.781,13
geometry,2.782,12
geometry,2.783,12
geometry,2.784,14
geometry,2.785,14
geometry,2.786,17
geometry,2.787,10
geometry,2.788,16
geometry,2.789,10
geometry,2.79,15
geometry,2.791,14
geometry,2.792,8
geometry,2.793,9
geometry,2.794,14
geometry,2.795,14
geometry,2.796,8
geometry,2.797,19
geometry,2.798,16
geometry,2.799,18
geometry,2.8,12
geometry,2.801,18
geometry,2.802,8
geometry,2.803,14
geometry,2.804,16
geometry,2.805,9
geometry,2.806,20
geometry,2.807,10
geometry,2.808,9
geometry,2.809,11
geometry,2.81,10
geometry,2.811,22
geometry,2.812,11
geometry,2.813,11
geometry,2.814,9
geometry,2.815,13
geometry,2.816,11
geometry,2.817,18
geometry,2.818,13
geometry,2.819,18
geometry,2.82,14
geometry,2.821,21
geometry,2.822,7
geometry,2.823,9
geometry,2.824,9
geometry,2.825,10
geometry,2.826,17
geometry,2.827,19
geometry,2.828,18
geometry,2.829,12
geometry,2.83,18
geometry,2.831,15
geometry,2.832,6
geometry,2.833,11
geometry,2.834,9
geometry,2.835,7
geometry,2.836,11
geometry,2.837,14
geometry,2.838,10
geometry,2.839,9
geometry,2.84,16
geometry,2.841,13
geometry,2.842,12
geometry,2.843,11
geometry,2.844,12
geometry,2.845,9
geometry,2.846,22
geometry,2.847,9
geometry,2.848,17
geometry,2.849,20
geometry,2.85,14
geometry,2.851,16
geometry,2.852,12
geometry,2.853,11
geometry,2.854,14
geometry,2.855,9
geometry,2.856,12
geometry,2.857,17
geometry,2.858,16
geometry,2.859,12
geometry,2.86,14
geometry,2.861,20
geometry,2.862,11
geometry,2.863,8
geometry,2.864,10
geometry,2.865,7
geometry,2.866,10
geometry,2.867,14
geometry,2.868,12
geometry,2.869,7
geometry,2.87,6
geometry,2.871,13
geometry,2.872,12
geometry,2.873,9
geometry,2.874,14
geometry,2.875,16
geometry,2.876,13
geometry,2.877,16
geometry,2.878,11
geometry,2.879,13
geometry,2.88,15
geometry,2.881,15
geometry,2.882,11
geometry,2.883,11
geometry,2.884,13
geometry,2.885,11
geometry,2.886,10
geometry,2.887,12
geometry,2.888,9
geometry,2.889,18
geometry,2.89,12
geometry,2.891,8
geometry,2.892,10
geometry,2.893,14
geometry,2.894,9
geometry,2.895,12
geometry,2.896,8
geometry,2.897,12
geometry,2.898,15
geometry,2.899,10
geometry,2.9,15
geometry,2.901,14
geometry,2.902,15
geometry,2.903,9
geometry,2.904,11
geometry,2.905,11
geometry,2.906,15
geometry,2.907,11
geometry,2.908,10
geometry,2.909,9
geometry,2.91,6
geometry,2.911,13
geometry,2.912,9
geometry,2.913,8
geometry,2.914,11
geometry,2.915,12
geometry,2.916,18
geometry,2.917,6
geometry,2.918,20
geometry,2.919,13
geometry,2.92,9
geometry,2.921,10
geometry,2.922,17
geometry,2.923,6
geometry,2.924,9
geometry,2.925,10
geometry,2.926,10
geometry,2.927,14
geometry,2.928,10
geometry,2.929,11
geometry,2.93,14
geometry,2.931,15
geometry,2.932,12
geometry,2.933,15
geometry,2.934,10
geometry,2.935,12
geometry,2.936,14
geometry,2.937,10
geometry,2.938,11
geometry,2.939,10
geometry,2.94,18
geometry,2.941,14
geometry,2.942,7
geometry,2.943,17
geometry,2.944,16
geometry,2.945,11
geometry,2.946,13
geometry,2.947,11
geometry,2.948,12
geometry,2.949,17
geometry,2.95,11
geometry,2.951,16
geometry,2.952,17
geometry,2.953,13
geometry,2.954,10
geometry,2.955,9
geometry,2.956,6
geometry,2.957,8
geometry,2.958,11
geometry,2.959,9
geometry,2.96,9
geometry,2.961,18
geometry,2.962,15
geometry,2.963,10
geometry,2.964,8
geometry,2.965,15
geometry,2.966,12
geometry,2.967,9
geometry,2.968,12
geometry,2.969,14
geometry,2.97,12
geometry,2.971,7
geometry,2.972,3
geometry,2.973,7
geometry,2.974,6
geometry,2.975,9
geometry,2.976,13
geometry,2.977,15
geometry,2.978,15
geometry,2.979,13
geometry,2.98,13
geometry,2.981,15
geometry,2.982,10
geometry,2.983,11
geometry,2.984,18
geometry,2.985,15
geometry,2.986,10
geometry,2.987,11
geometry,2.988,13
geometry,2.989,9
geometry,2.99,12
geometry,2.991,10
geometry,2.992,8
geometry,2.993,12
geometry,2.994,17
geometry,2.995,11
geometry,2.996,11
geometry,2.997,12
geometry,2.998,16
geometry,2.999,16
geometry,3,8
geometry,3.001,12
geometry,3.002,10
geometry,3.003,15
geometry,3.004,15
geometry,3.005,6
geometry,3.006,7
geometry,3.007,17
geometry,3.008,14
geometry,3.009,10
geometry,3.01,4
geometry,3.011,12
geometry,3.012,10
geometry,3.013,11
geometry,3.014,6
geometry,3.015,13
geometry,3.016,7
geometry,3.017,7
geometry,3.018,16
geometry,3.019,8
geometry,3.02,13
geometry,3.021,14
geometry,3.022,9
geometry,3.023,9
geometry,3.024,14
geometry,3.025,7
geometry,3.026,8
geometry,3.027,10
geometry,3.028,16
geometry,3.029,8
geometry,3.03,14
geometry,3.031,13
geometry,3.032,14
geometry,3.033,14
geometry,3.034,11
geometry,3.035,11
geometry,3.036,10
geometry,3.037,12
geometry,3.038,12
geometry,3.039,11
geometry,3.04,13
geometry,3.041,20
geometry,3.042,10
geometry,3.043,5
geometry,3.044,20
geometry,3.045,8
geometry,3.046,14
geometry,3.047,11
geometry,3.048,11
geometry,3.049,17
geometry,3.05,12
geometry,3.051,9
geometry,3.052,6
geometry,3.053,10
geometry,3.054,10
geometry,3.055,13
geometry,3.056,17
geometry,3.057,7
geometry,3.058,10
geometry,3.059,7
geometry,3.06,9
geometry,3.061,8
geometry,3.062,19
geometry,3.063,14
geometry,3.064,11
geometry,3.065,9
geometry,3.066,14
geometry,3.067,11
geometry,3.068,4
geometry,3.069,8
geometry,3.07,14
geometry,3.071,17
geometry,3.072,13
geometry,3.073,10
geometry,3.074,13
geometry,3.075,11
geometry,3.076,12
geometry,3.077,10
geometry,3.078,13
geometry,3.079,6
geometry,3.08,12
geometry,3.081,10
geometry,3.082,14
geometry,3.083,11
geometry,3.084,10
geometry,3.085,9
geometry,3.086,10
geometry,3.087,8
geometry,3.088,11
geometry,3.089,16
geometry,3.09,9
geometry,3.091,16
geometry,3.092,12
geometry,3.093,9
geometry,3.094,14
geometry,3.095,5
geometry,3.096,12
geometry,3.097,12
geometry,3.098,14
geometry,3.099,9
geometry,3.1,6
geometry,3.101,10
geometry,3.102,12
geometry,3.103,9
geometry,3.104,9
geometry,3.105,9
geometry,3.106,9
geometry,3.107,15
geometry,3.108,10
geometry,3.109,12
geometry,3.11,8
geometry,3.111,11
geometry,3.112,6
geometry,3.113,8
geometry,3.114,17
geometry,3.115,18
geometry,3.116,8
geometry,3.117,8
geometry,3.118,8
geometry,3.119,12
geometry,3.12,8
geometry,3.121,6
geometry,3.122,11
geometry,3.123,9
geometry,3.124,10
geometry,3.125,13
geometry,3.126,11
geometry,3.127,13
geometry,3.128,6
geometry,3.129,13
geometry,3.13,13
geometry,3.131,12
geometry,3.132,17
geometry,3.133,11
geometry,3.134,10
geometry,3.135,9
geometry,3.136,15
geometry,3.137,7
geometry,3.138,13
geometry,3.139,11
geometry,3.14,13
geometry,3.141,11
geometry,3.142,12
geometry,3.143,10
geometry,3.144,15
geometry,3.145,13
geometry,3.146,6
geometry,3.147,9
geometry,3.148,12
geometry,3.149,13
geometry,3.15,19
geometry,3.151,11
geometry,3.152,14
geometry,3.153,13
geometry,3.154,6
geometry,3.155,10
geometry,3.156,9
geometry,3.157,10
geometry,3.158,12
geometry,3.159,11
geometry,3.16,10
geometry,3.161,10
geometry,3.162,3
geometry,3.163,11
geometry,3.164,9
geometry,3.165,10
geometry,3.166,12
geometry,3.167,4
geometry,3.168,8
geometry,3.169,9
geometry,3.17,5
geometry,3.171,10
geometry,3.172,10
geometry,3.173,12
geometry,3.174,4
geometry,3.175,13
geometry,3.176,10
geometry,3.177,5
geometry,3.178,7
geometry,3.179,9
geometry,3.18,3
geometry,3.181,8
geometry,3.182,7
geometry,3.183,7
geometry,3.184,13
geometry,3.185,17
geometry,3.186,9
geometry,3.187,8
geometry,3.188,13
geometry,3.189,7
geometry,3.19,10
geometry,3.191,12
geometry,3.192,13
geometry,3.193,8
geometry,3.194,8
geometry,3.195,6
geometry,3.196,8
geometry,3.197,12
geometry,3.198,13
geometry,3.199,9
geometry,3.2,11
geometry,3.201,9
geometry,3.202,8
geometry,3.203,10
geometry,3.204,7
geometry,3.205,7
geometry,3.206,11
geometry,3.207,11
geometry,3.208,7
geometry,3.209,9
geometry,3.21,6
geometry,3.211,10
geometry,3.212,4
geometry,3.213,10
geometry,3.214,14
geometry,3.215,6
geometry,3.216,1
geometry,3.217,5
geometry,3.218,11
geometry,3.219,10
geometry,3.22,8
geometry,3.221,10
geometry,3.222,12
geometry,3.223,11
geometry,3.224,8
geometry,3.225,10
geometry,3.226,8
geometry,3.227,10
geometry,3.228,8
geometry,3.229,11
geometry,3.23,8
geometry,3.231,11
geometry,3.232,5
geometry,3.233,12
geometry,3.234,15
geometry,3.235,12
geometry,3.236,7
geometry,3.237,9
geometry,3.238,9
geometry,3.239,8
geometry,3.24,5
geometry,3.241,10
geometry,3.242,3
geometry,3.243,15
geometry,3.244,10
geometry,3.245,9
geometry,3.246,5
geometry,3.247,14
geometry,3.248,7
geometry,3.249,4
geometry,3.25,10
geometry,3.251,7
geometry,3.252,13
geometry,3.253,4
geometry,3.254,12
geometry,3.255,6
geometry,3.256,5
geometry,3.257,5
geometry,3.258,15
geometry,3.259,14
geometry,3.26,8
geometry,3.261,11
geometry,3.262,8
geometry,3.263,3
geometry,3.264,5
geometry,3.265,10
geometry,3.266,7
geometry,3.267,12
geometry,3.268,9
geometry,3.269,6
geometry,3.27,8
geometry,3.271,4
geometry,3.272,14
geometry,3.273,9
geometry,3.274,10
geometry,3.275,9
geometry,3.276,5
geometry,3.277,7
geometry,3.278,10
geometry,3.279,8
geometry,3.28,10
geometry,3.281,7
geometry,3.282,7
geometry,3.283,9
geometry,3.284,5
geometry,3.285,6
geometry,3.286,8
geometry,3.287,8
geometry,3.288,11
geometry,3.289,12
geometry,3.29,10
geometry,3.291,10
geometry,3.292,11
geometry,3.293,14
geometry,3.294,4
geometry,3.295,11
geometry,3.296,10
geometry,3.297,5
geometry,3.298,12
geometry,3.299,6
geometry,3.3,11
geometry,3.301,8
geometry,3.302,11
geometry,3.303,20
geometry,3.304,11
geometry,3.305,9
geometry,3.306,7
geometry,3.307,10
geometry,3.308,5
geometry,3.309,8
geometry,3.31,5
geometry,3.311,8
geometry,3.312,3
geometry,3.313,13
geometry,3.314,7
geometry,3.315,10
geometry,3.316,10
geometry,3.317,11
geometry,3.318,6
geometry,3.319,5
geometry,3.32,5
geometry,3.321,7
geometry,3.322,13
geometry,3.323,10
geometry,3.324,13
geometry,3.325,11
geometry,3.326,11
geometry,3.327,4
geometry,3.328,5
geometry,3.329,11
geometry,3.33,11
geometry,3.331,10
geometry,3.332,10
geometry,3.333,5
geometry,3.334,7
geometry,3.335,6
geometry,3.336,11
geometry,3.337,10
geometry,3.338,6
geometry,3.339,5
geometry,3.34,6
geometry,3.341,4
geometry,3.342,7
geometry,3.343,9
geometry,3.344,11
geometry,3.345,7
geometry,3.346,6
geometry,3.347,6
geometry,3.348,7
geometry,3.349,12
geometry,3.35,13
geometry,3.351,11
geometry,3.352,7
geometry,3.353,8
geometry,3.354,7
geometry,3.355,6
geometry,3.356,5
geometry,3.357,7
geometry,3.358,11
geometry,3.359,6
geometry,3.36,18
geometry,3.361,4
geometry,3.362,5
geometry,3.363,8
geometry,3.364,6
geometry,3.365,5
geometry,3.366,6
geometry,3.367,12
geometry,3.368,8
geometry,3.369,2
geometry,3.37,8
geometry,3.371,7
geometry,3.372,9
geometry,3.373,9
geometry,3.374,6
geometry,3.375,6
geometry,3.376,11
geometry,3.377,9
geometry,3.378,4
geometry,3.379,8
geometry,3.38,15
geometry,3.381,10
geometry,3.382,5
geometry,3.383,9
geometry,3.384,5
geometry,3.385,11
geometry,3.386,7
geometry,3.387,5
geometry,3.388,11
geometry,3.389,6
geometry,3.39,9
geometry,3.391,8
geometry,3.392,10
geometry,3.393,10
geometry,3.394,9
geometry,3.395,8
geometry,3.396,6
geometry,3.397,4
geometry,3.398,4
geometry,3.399,5
geometry,3.4,11
geometry,3.401,8
geometry,3.402,6
geometry,3.403,7
geometry,3.404,6
geometry,3.405,11
geometry,3.406,5
geometry,3.407,7
geometry,3.408,9
geometry,3.409,9
geometry,3.41,5
geometry,3.411,6
geometry,3.412,11
geometry,3.413,9
geometry,3.414,6
geometry,3.415,7
geometry,3.416,12
geometry,3.417,8
geometry,3.418,8
geometry,3.419,4
geometry,3.42,12
geometry,3.421,6
geometry,3.422,5
geometry,3.423,8
geometry,3.424,9
geometry,3.425,7
geometry,3.426,8
geometry,3.427,11
geometry,3.428,9
geometry,3.429,7
geometry,3.43,8
geometry,3.431,9
geometry,3.432,5
geometry,3.433,4
geometry,3.434,5
geometry,3.435,7
geometry,3.436,5
geometry,3.437,9
geometry,3.438,6
geometry,3.439,12
geometry,3.44,10
geometry,3.441,4
geometry,3.442,11
geometry,3.443,14
geometry,3.444,9
geometry,3.445,12
geometry,3.446,15
geometry,3.447,12
geometry,3.448,8
geometry,3.449,3
geometry,3.45,5
geometry,3.451,7
geometry,3.452,11
geometry,3.453,13
geometry,3.454,6
geometry,3.455,8
geometry,3.456,7
geometry,3.457,4
geometry,3.458,6
geometry,3.459,6
geometry,3.46,3
geometry,3.461,3
geometry,3.462,5
geometry,3.463,7
geometry,3.464,8
geometry,3.465,10
geometry,3.466,7
geometry,3.467,9
geometry,3.468,8
geometry,3.469,10
geometry,3.47,10
geometry,3.471,6
geometry,3.472,6
geometry,3.473,6
geometry,3.474,8
geometry,3.475,10
geometry,3.476,8
geometry,3.477,6
geometry,3.478,7
geometry,3.479,3
geometry,3.48,6
geometry,3.481,10
geometry,3.482,7
geometry,3.483,12
geometry,3.484,3
geometry,3.485,4
geometry,3.486,8
geometry,3.487,7
geometry,3.488,9
geometry,3.489,8
geometry,3.49,4
geometry,3.491,8
geometry,3.492,6
geometry,3.493,9
geometry,3.494,6
geometry,3.495,10
geometry,3.496,9
geometry,3.497,10
geometry,3.498,9
geometry,3.499,6
geometry,3.5,9
geometry,3.501,7
geometry,3.502,5
geometry,3.503,7
geometry,3.504,4
geometry,3.505,8
geometry,3.506,7
geometry,3.507,18
geometry,3.508,2
geometry,3.509,6
geometry,3.51,9
geometry,3.511,3
geometry,3.512,9
geometry,3.513,9
geometry,3.514,7
geometry,3.515,11
geometry,3.516,5
geometry,3.517,5
geometry,3.518,12
geometry,3.519,14
geometry,3.52,4
geometry,3.521,11
geometry,3.522,8
geometry,3.523,6
geometry,3.524,6
geometry,3.525,2
geometry,3.526,8
geometry,3.527,5
geometry,3.528,10
geometry,3.529,8
geometry,3.53,3
geometry,3.531,5
geometry,3.532,5
geometry,3.533,9
geometry,3.534,4
geometry,3.535,5
geometry,3.536,4
geometry,3.537,8
geometry,3.538,10
geometry,3.539,6
geometry,3.54,4
geometry,3.541,8
geometry,3.542,5
geometry,3.543,6
geometry,3.544,7
geometry,3.545,6
geometry,3.546,6
geometry,3.547,12
geometry,3.548,3
geometry,3.549,7
geometry,3.55,7
geometry,3.551,10
geometry,3.552,8
geometry,3.553,8
geometry,3.554,8
geometry,3.555,3
geometry,3.556,8
geometry,3.557,12
geometry,3.558,7
geometry,3.559,5
geometry,3.56,6
geometry,3.561,12
geometry,3.562,7
geometry,3.563,5
geometry,3.564,5
geometry,3.565,5
geometry,3.566,12
geometry,3.567,6
geometry,3.568,10
geometry,3.569,7
geometry,3.57,10
geometry,3.571,5
geometry,3.572,11
geometry,3.573,3
geometry,3.574,5
geometry,3.575,2
geometry,3.576,5
geometry,3.577,6
geometry,3.578,5
geometry,3.579,6
geometry,3.58,8
geometry,3.581,7
geometry,3.582,7
geometry,3.583,6
geometry,3.584,6
geometry,3.585,3
geometry,3.586,4
geometry,3.587,4
geometry,3.588,5
geometry,3.589,6
geometry,3.59,4
geometry,3.591,9
geometry,3.592,5
geometry,3.593,6
geometry,3.594,6
geometry,3.595,7
geometry,3.596,16
geometry,3.597,9
geometry,3.598,5
geometry,3.599,11
geometry,3.6,6
geometry,3.601,6
geometry,3.602,5
geometry,3.603,5
geometry,3.604,4
geometry,3.605,4
geometry,3.606,8
geometry,3.607,9
geometry,3.608,9
geometry,3.609,8
geometry,3.61,9
geometry,3.611,13
geometry,3.612,9
geometry,3.613,5
geometry,3.614,9
geometry,3.615,3
geometry,3.616,4
geometry,3.617,4
geometry,3.618,7
geometry,3.619,8
geometry,3.62,4
geometry,3.621,4
geometry,3.622,11
geometry,3.623,4
geometry,3.624,4
geometry,3.625,7
geometry,3.626,12
geometry,3.627,16
geometry,3.628,15
geometry,3.629,8
geometry,3.63,6
geometry,3.631,1
geometry,3.632,7
geometry,3.633,3
geometry,3.634,5
geometry,3.635,7
geometry,3.636,9
geometry,3.637,3
geometry,3.638,4
geometry,3.639,3
geometry,3.64,6
geometry,3.641,7
geometry,3.642,3
geometry,3.643,3
geometry,3.644,8
geometry,3.645,7
geometry,3.646,5
geometry,3.647,9
geometry,3.648,8
geometry,3.649,9
geometry,3.65,7
geometry,3.651,5
geometry,3.652,15
geometry,3.653,7
geometry,3.654,4
geometry,3.655,5
geometry,3.656,5
geometry,3.657,4
geometry,3.658,13
geometry,3.659,8
geometry,3.66,5
geometry,3.661,7
geometry,3.662,6
geometry,3.663,7
geometry,3.664,9
geometry,3.665,4
geometry,3.666,5
geometry,3.667,2
geometry,3.668,4
geometry,3.669,9
geometry,3.67,5
geometry,3.671,6
geometry,3.672,5
geometry,3.673,3
geometry,3.674,11
geometry,3.675,5
geometry,3.676,10
geometry,3.677,5
geometry,3.678,10
geometry,3.679,6
geometry,3.68,5
geometry,3.681,1
geometry,3.682,9
geometry,3.683,11
geometry,3.684,6
geometry,3.685,2
geometry,3.686,7
geometry,3.687,5
geometry,3.688,4
geometry,3.689,3
geometry,3.69,5
geometry,3.691,4
geometry,3.692,5
geometry,3.693,13
geometry,3.694,9
geometry,3.695,4
geometry,3.696,9
geometry,3.697,6
geometry,3.698,7
geometry,3.699,11
geometry,3.7,1
geometry,3.701,9
geometry,3.702,6
geometry,3.703,7
geometry,3.704,4
geometry,3.705,11
geometry,3.706,6
geometry,3.707,4
geometry,3.708,8
geometry,3.709,9
geometry,3.71,7
geometry,3.711,6
geometry,3.712,5
geometry,3.713,7
geometry,3.714,6
geometry,3.715,5
geometry,3.716,6
geometry,3.717,7
geometry,3.718,6
geometry,3.719,9
geometry,3.72,1
geometry,3.721,7
geometry,3.722,4
geometry,3.723,9
geometry,3.724,12
geometry,3.725,9
geometry,3.726,2
geometry,3.727,2
geometry,3.728,3
geometry,3.729,4
geometry,3.73,6
geometry,3.731,2
geometry,3.732,10
geometry,3.733,6
geometry,3.734,4
geometry,3.735,9
geometry,3.736,3
geometry,3.737,4
geometry,3.738,6
geometry,3.739,7
geometry,3.74,8
geometry,3.741,1
geometry,3.742,4
geometry,3.743,4
geometry,3.744,3
geometry,3.745,7
geometry,3.746,3
geometry,3.747,6
geometry,3.748,9
geometry,3.749,7
geometry,3.75,7
geometry,3.751,9
geometry,3.752,8
geometry,3.753,10
geometry,3.754,8
geometry,3.755,8
geometry,3.756,8
geometry,3.757,7
geometry,3.758,5
geometry,3.759,3
geometry,3.76,5
geometry,3.761,6
geometry,3.762,5
geometry,3.763,5
geometry,3.764,7
geometry,3.765,6
geometry,3.766,2
geometry,3.767,5
geometry,3.768,6
geometry,3.769,3
geometry,3.77,3
geometry,3.771,3
geometry,3.772,7
geometry,3.773,6
geometry,3.774,12
geometry,3.775,5
geometry,3.776,10
geometry,3.777,2
geometry,3.778,7
geometry,3.779,5
geometry,3.78,10
geometry,3.781,8
geometry,3.782,5
geometry,3.783,5
geometry,3.784,1
geometry,3.785,4
geometry,3.786,3
geometry,3.787,3
geometry,3.788,4
geometry,3.789,6
geometry,3.79,4
geometry,3.791,6
geometry,3.792,7
geometry,3.793,5
geometry,3.794,6
geometry,3.795,11
geometry,3.796,8
geometry,3.797,4
geometry,3.798,5
geometry,3.799,11
geometry,3.8,5
geometry,3.801,5
geometry,3.802,5
geometry,3.803,9
geometry,3.804,6
geometry,3.806,6
geometry,3.807,7
geometry,3.808,5
geometry,3.809,7
geometry,3.81,6
geometry,3.811,9
geometry,3.812,8
geometry,3.813,6
geometry,3.814,7
geometry,3.815,2
geometry,3.816,4
geometry,3.817,7
geometry,3.818,3
geometry,3.819,2
geometry,3.82,9
geometry,3.821,2
geometry,3.822,7
geometry,3.823,5
geometry,3.824,5
geometry,3.825,3
geometry,3.826,4
geometry,3.827,9
geometry,3.828,8
geometry,3.829,4
geometry,3.83,6
geometry,3.831,4
geometry,3.832,6
geometry,3.833,6
geometry,3.834,3
geometry,3.835,3
geometry,3.836,4
geometry,3.837,1
geometry,3.838,7
geometry,3.839,4
geometry,3.84,8
geometry,3.841,7
geometry,3.842,8
geometry,3.843,5
geometry,3.844,7
geometry,3.845,7
geometry,3.847,7
geometry,3.848,8
geometry,3.849,9
geometry,3.85,5
geometry,3.851,8
geometry,3.852,5
geometry,3.853,1
geometry,3.854,8
geometry,3.855,4
geometry,3.856,9
geometry,3.857,9
geometry,3.858,9
geometry,3.859,7
geometry,3.86,5
geometry,3.861,4
geometry,3.862,2
geometry,3.863,4
geometry,3.864,6
geometry,3.865,8
geometry,3.866,2
geometry,3.867,8
geometry,3.868,7
geometry,3.869,4
geometry,3.87,11
geometry,3.871,5
geometry,3.872,3
geometry,3.873,3
geometry,3.874,3
geometry,3.875,8
geometry,3.876,7
geometry,3.877,5
geometry,3.878,1
geometry,3.879,7
geometry,3.88,3
geometry,3.881,6
geometry,3.882,4
geometry,3.883,5
geometry,3.884,6
geometry,3.885,7
geometry,3.886,8
geometry,3.887,1
geometry,3.888,4
geometry,3.889,5
geometry,3.89,3
