component,value,count
geometry,2.17954777496,1
geometry,2.17962978202,1
geometry,2.179653751336,1
geometry,2.179746501698,1
geometry,2.179754153569,1
geometry,2.179803065646,1
geometry,2.179807853917,1
geometry,2.179858269093,1
geometry,2.179858643926,1
geometry,2.179939849514,1
geometry,2.180056455691,1
geometry,2.1801,2
geometry,2.18017190836,1
geometry,2.180250515996,1
geometry,2.1803,1
geometry,2.180342134849,1
geometry,2.180444486796,1
geometry,2.180448363296,1
geometry,2.180570844221,1
geometry,2.180608490766,1
geometry,2.1808,1
geometry,2.180902837817,1
geometry,2.180917818718,1
geometry,2.180935390301,1
geometry,2.180964752122,1
geometry,2.18099788629,1
geometry,2.181044170313,1
geometry,2.181090568959,1
geometry,2.181107234105,1
geometry,2.181145275423,1
geometry,2.181158945607,1
geometry,2.181240790238,1
geometry,2.181281289747,1
geometry,2.181338553885,1
geometry,2.181352814769,1
geometry,2.181355306532,1
geometry,2.181378375019,1
geometry,2.181453997911,1
geometry,2.181507712569,1
geometry,2.18154060853,1
geometry,2.181593331719,1
geometry,2.181649735865,1
geometry,2.181651259368,1
geometry,2.181657815172,1
geometry,2.181677346676,1
geometry,2.181844406116,1
geometry,2.18194352585,1
geometry,2.182049673587,1
geometry,2.182114073553,1
geometry,2.182134304605,1
geometry,2.182262556958,1
geometry,2.182286878483,1
geometry,2.182290900407,1
geometry,2.182307273278,1
geometry,2.182355018094,1
geometry,2.182393783211,1
geometry,2.182452146096,1
geometry,2.182546571095,1
geometry,2.18256631102,1
geometry,2.182622397484,1
geometry,2.182696815868,1
geometry,2.1827,1
geometry,2.182759110621,1
geometry,2.182788852821,1
geometry,2.182798889805,1
geometry,2.182900938354,1
geometry,2.182959510332,1
geometry,2.182976734187,1
geometry,2.183008979597,1
geometry,2.183025076585,1
geometry,2.183059260247,1
geometry,2.183146991157,1
geometry,2.183200883565,1
geometry,2.183210765135,1
geometry,2.183243356961,1
geometry,2.183484924,1
geometry,2.183489057296,1
geometry,2.183513171932,1
geometry,2.183557402497,1
geometry,2.1836,1
geometry,2.183665230371,1
geometry,2.183707829358,1
geometry,2.183782241891,1
geometry,2.183792421454,1
geometry,2.183868788412,1
geometry,2.183880922235,1
geometry,2.183883714395,1
geometry,2.183923106858,1
geometry,2.183984258948,1
geometry,2.184,1
geometry,2.184013223403,1
geometry,2.184163587051,1
geometry,2.184242144887,1
geometry,2.184243049205,1
geometry,2.184271682964,1
geometry,2.1843,1
geometry,2.184321578889,1
geometry,2.184366608882,1
geometry,2.18436881425,1
geometry,2.184394530528,1
geometry,2.184441096075,1
geometry,2.184441907216,1
geometry,2.184528669225,1
geometry,2.184537568915,1
geometry,2.184599519363,1
geometry,2.184624182401,1
geometry,2.184963444774,1
geometry,2.184986202855,1
geometry,2.184992491597,1
geometry,2.185,1
geometry,2.185085760331,1
geometry,2.185100683721,1
geometry,2.185121177418,1
geometry,2.185327286243,1
geometry,2.185451520853,1
geometry,2.18545236919,1
geometry,2.185544065967,1
geometry,2.185650622812,1
geometry,2.185655191013,1
geometry,2.185659785206,1
geometry,2.185739790094,1
geometry,2.185782507097,1
geometry,2.185808156419,1
geometry,2.185955303752,1
geometry,2.18596090084,1
geometry,2.185999893355,1
geometry,2.186041184424,1
geometry,2.1861,1
geometry,2.186105895194,1
geometry,2.186221461792,1
geometry,2.186251601715,1
geometry,2.186314463887,1
geometry,2.186316073215,1
geometry,2.186355212448,1
geometry,2.186355726432,1
geometry,2.186372980532,1
geometry,2.186451968944,1
geometry,2.186461649561,1
geometry,2.186487325369,1
geometry,2.186552659439,1
geometry,2.186559619585,1
geometry,2.186593160147,1
geometry,2.1867,1
geometry,2.186777465816,1
geometry,2.186809585904,1
geometry,2.186819149473,1
geometry,2.186861802332,1
geometry,2.186916515896,1
geometry,2.186953045907,1
geometry,2.187045535648,1
geometry,2.187086891735,1
geometry,2.187202122576,1
geometry,2.187212491582,1
geometry,2.187331260159,1
geometry,2.187332088413,1
geometry,2.187343210762,1
geometry,2.187402534972,1
geometry,2.18743624854,1
geometry,2.187508750023,1
geometry,2.187593573999,1
geometry,2.187665277185,1
geometry,2.187728066968,1
geometry,2.18779646791,1
geometry,2.187812880024,1
geometry,2.18782330228,1
geometry,2.187824632293,1
geometry,2.187855235727,1
geometry,2.187929627525,1
geometry,2.187952465587,1
geometry,2.18810004951,1
geometry,2.188138727321,1
geometry,2.188145801815,1
geometry,2.18823687646,1
geometry,2.188316961731,1
geometry,2.188482507736,1
geometry,2.188623091124,1
geometry,2.18862507479,1
geometry,2.188627515705,1
geometry,2.188687720073,1
geometry,2.188746925069,1
geometry,2.1888,1
geometry,2.188916564193,1
geometry,2.188922059371,1
geometry,2.188952287054,1
geometry,2.188962322274,1
geometry,2.18897927754,1
geometry,2.189025815289,1
geometry,2.18906342378,1
geometry,2.189109226603,1
geometry,2.189111278579,1
geometry,2.18935546794,1
geometry,2.189372950946,1
geometry,2.189475719208,1
geometry,2.189487979529,1
geometry,2.189496413725,1
geometry,2.189590917272,1
geometry,2.1896,2
geometry,2.189646808278,1
geometry,2.189703807976,1
geometry,2.189776380821,1
geometry,2.18978913401,1
geometry,2.189855834296,1
geometry,2.189879979588,1
geometry,2.1899,1
geometry,2.190036841395,1
geometry,2.190084251804,1
geometry,2.190158652929,1
geometry,2.1902,1
geometry,2.190202377407,1
geometry,2.190204493307,1
geometry,2.190292580912,1
geometry,2.190309847944,1
geometry,2.190344135062,1
geometry,2.19036848172,1
geometry,2.190380034378,1
geometry,2.190392456681,1
geometry,2.1903967329,1
geometry,2.190465365103,1
geometry,2.19050678497,1
geometry,2.190622488396,1
geometry,2.190638761868,1
geometry,2.190764999949,1
geometry,2.190778292069,1
geometry,2.190839794082,1
geometry,2.190886361727,1
geometry,2.190918892459,1
geometry,2.190936827478,1
geometry,2.190959471556,1
geometry,2.191009306233,1
geometry,2.191120883931,1
geometry,2.191135965088,1
geometry,2.191231092331,1
geometry,2.191235760935,1
geometry,2.191348830439,1
geometry,2.191357927557,1
geometry,2.191396657385,1
geometry,2.191425275363,1
geometry,2.191451114559,1
geometry,2.191492825298,1
geometry,2.191574503639,1
geometry,2.191884345717,1
geometry,2.191933478918,1
geometry,2.191952638631,1
geometry,2.192,1
geometry,2.192126894137,1
geometry,2.1922,1
geometry,2.192320456731,1
geometry,2.192336485351,1
geometry,2.192375830007,1
geometry,2.192442375526,1
geometry,2.192521615629,1
geometry,2.192698601039,1
geometry,2.192722655741,1
geometry,2.192736916504,1
geometry,2.192738362946,1
geometry,2.192810863557,1
geometry,2.192813557966,1
geometry,2.192827110637,1
geometry,2.192864934661,1
geometry,2.192870388783,1
geometry,2.1929,2
geometry,2.192988938641,1
geometry,2.193248443899,1
geometry,2.193329217575,1
geometry,2.193380262973,1
geometry,2.1935,1
geometry,2.193542966869,1
geometry,2.19354954993,1
geometry,2.193641233201,1
geometry,2.193645501899,1
geometry,2.193679050363,1
geometry,2.193681226842,1
geometry,2.193699635775,1
geometry,2.193766254641,1
geometry,2.193779700654,1
geometry,2.193829653825,1
geometry,2.193901100019,1
geometry,2.194037709339,1
geometry,2.194140953768,1
geometry,2.194160100813,1
geometry,2.194169962271,1
geometry,2.194190286643,1
geometry,2.194207068054,1
geometry,2.19423052572,1
geometry,2.194280097777,1
geometry,2.19431832832,1
geometry,2.19433646311,1
geometry,2.194347705356,1
geometry,2.194403934101,1
geometry,2.194522960691,1
geometry,2.194612954487,1
geometry,2.194655135209,1
geometry,2.194661015396,1
geometry,2.194797229055,1
geometry,2.1948,1
geometry,2.194835198825,1
geometry,2.194863576626,1
geometry,2.194973570456,1
geometry,2.195059189787,1
geometry,2.195097005829,1
geometry,2.195120644748,1
geometry,2.195160782836,1
geometry,2.1952,1
geometry,2.1953,1
geometry,2.195314919323,1
geometry,2.195388400261,1
geometry,2.195398561006,1
geometry,2.195403618928,1
geometry,2.195439085544,1
geometry,2.195511649366,1
geometry,2.195763555501,1
geometry,2.195857822128,1
geometry,2.195890064188,1
geometry,2.19589170536,1
geometry,2.195924488228,1
geometry,2.195971587551,1
geometry,2.196023181799,1
geometry,2.196029231932,1
geometry,2.196039294275,1
geometry,2.196060317933,1
geometry,2.196096286027,1
geometry,2.196133741943,1
geometry,2.196140498693,1
geometry,2.196185239227,1
geometry,2.19621800876,1
geometry,2.196231487116,1
geometry,2.196248252134,1
geometry,2.19630854959,1
geometry,2.196316657497,1
geometry,2.196447298708,1
geometry,2.196456810031,1
geometry,2.196578637336,1
geometry,2.196596823498,1
geometry,2.1966,1
geometry,2.196761378484,1
geometry,2.196772990093,1
geometry,2.196821393514,1
geometry,2.196831001693,1
geometry,2.19686151459,1
geometry,2.196985982545,1
geometry,2.197088140396,1
geometry,2.19710125421,1
geometry,2.1973277149,1
geometry,2.197332353105,1
geometry,2.1974,1
geometry,2.197494544931,1
geometry,2.197582704701,1
geometry,2.197709317676,1
geometry,2.197776542895,1
geometry,2.197783678694,1
geometry,2.197787556461,1
geometry,2.197917627741,1
geometry,2.197947591667,1
geometry,2.197955377163,1
geometry,2.198026343235,1
geometry,2.198148314377,1
geometry,2.198163081605,1
geometry,2.198167560037,1
geometry,2.1982294688,1
geometry,2.198305025468,1
geometry,2.198346524095,1
geometry,2.198348804216,1
geometry,2.198353747694,1
geometry,2.1984,1
geometry,2.198410209674,1
geometry,2.198478579382,1
geometry,2.19849793528,1
geometry,2.198533798921,1
geometry,2.198555940157,1
geometry,2.198562035741,1
geometry,2.198580644871,1
geometry,2.198590752429,1
geometry,2.198626886642,1
geometry,2.198638028417,1
geometry,2.198740149495,1
geometry,2.198742785662,1
geometry,2.19877423049,1
geometry,2.198863926213,1
geometry,2.1989,1
geometry,2.198928013071,1
geometry,2.1989856097,1
geometry,2.198994758217,1
geometry,2.199060979145,1
geometry,2.199061665044,1
geometry,2.199152757314,1
geometry,2.199159649048,1
geometry,2.1992,1
geometry,2.199227712744,1
geometry,2.199264309263,1
geometry,2.199289928969,1
geometry,2.199587644082,1
geometry,2.199591279647,1
geometry,2.1996,1
geometry,2.199635669833,1
geometry,2.19974676838,1
geometry,2.1998,1
geometry,2.199802626374,1
geometry,2.199897832855,1
geometry,2.199944772943,1
geometry,2.200046318603,1
geometry,2.200185104031,1
geometry,2.200222808717,1
geometry,2.200228959677,1
geometry,2.200264638629,1
geometry,2.200276209934,1
geometry,2.200285436597,1
geometry,2.2003,1
geometry,2.200312422135,1
geometry,2.200343229135,1
geometry,2.200363065496,1
geometry,2.200370563337,1
geometry,2.200371766695,1
geometry,2.200375964466,1
geometry,2.200395541715,1
geometry,2.200416094174,1
geometry,2.200578604822,1
geometry,2.2006,1
geometry,2.200610648207,1
geometry,2.200637127061,1
geometry,2.200639935337,1
geometry,2.200702998286,1
geometry,2.20077189451,1
geometry,2.200802197495,1
geometry,2.200804065336,1
geometry,2.200815777539,1
geometry,2.200901535735,1
geometry,2.200972977117,1
geometry,2.201,1
geometry,2.201002532938,1
geometry,2.201055147727,1
geometry,2.201108193615,1
geometry,2.201130534521,1
geometry,2.201159625061,1
geometry,2.20121641977,1
geometry,2.201217562509,1
geometry,2.201399504103,1
geometry,2.201407578119,1
geometry,2.201559380681,1
geometry,2.201650800536,1
geometry,2.201663762552,1
geometry,2.201698104873,1
geometry,2.201708930581,1
geometry,2.20170942073,1
geometry,2.201721797594,1
geometry,2.201756607234,1
geometry,2.201813964666,1
geometry,2.201884008233,1
geometry,2.201906986682,1
geometry,2.201934636481,1
geometry,2.202001269868,1
geometry,2.202069822538,1
geometry,2.202104974507,1
geometry,2.202108184786,1
geometry,2.202123500927,1
geometry,2.202296603548,1
geometry,2.202314179449,1
geometry,2.202322525199,1
geometry,2.202435804967,1
geometry,2.202463265868,1
geometry,2.202490682727,1
geometry,2.20249685766,1
geometry,2.202551197538,1
geometry,2.2026756939,1
geometry,2.202713952529,1
geometry,2.202838613244,1
geometry,2.202871503288,1
geometry,2.202915600971,1
geometry,2.20293667544,1
geometry,2.202955730377,1
geometry,2.202968179201,1
geometry,2.203070859051,1
geometry,2.203074736968,1
geometry,2.203111636494,1
geometry,2.203197456539,1
geometry,2.203266630767,1
geometry,2.203274010422,1
geometry,2.203296812355,1
geometry,2.203437942852,1
geometry,2.203514419437,1
geometry,2.203651751396,1
geometry,2.2037568735,1
geometry,2.203783020172,1
geometry,2.203818292192,1
geometry,2.203823631782,1
geometry,2.203826687832,1
geometry,2.20387071233,1
geometry,2.203877219054,1
geometry,2.203921294534,1
geometry,2.203963724747,1
geometry,2.203964884022,1
geometry,2.203989491241,1
geometry,2.204070522465,1
geometry,2.204136090966,1
geometry,2.204137421759,1
geometry,2.204157750139,1
geometry,2.204286558806,1
geometry,2.204379910866,1
geometry,2.204381420414,1
geometry,2.204457244614,1
geometry,2.204470611621,1
geometry,2.204582569898,1
geometry,2.204630038124,1
geometry,2.204667031171,1
geometry,2.204669268847,1
geometry,2.204722207369,1
geometry,2.204787764162,1
geometry,2.204897038412,1
geometry,2.204928717669,1
geometry,2.204944639895,1
geometry,2.204994870742,1
geometry,2.205003502643,1
geometry,2.205035004257,1
geometry,2.205181988279,1
geometry,2.205242731538,1
geometry,2.205280725894,1
geometry,2.205487002455,1
geometry,2.205530505343,1
geometry,2.205564590102,1
geometry,2.205619171571,1
geometry,2.20567662453,1
geometry,2.205678454014,1
geometry,2.205688814558,1
geometry,2.205720726505,1
geometry,2.20572375035,1
geometry,2.205730311031,1
geometry,2.205765776323,1
geometry,2.205876453174,1
geometry,2.206,1
geometry,2.20603656724,1
geometry,2.206054262139,1
geometry,2.206155529989,1
geometry,2.206202018175,1
geometry,2.20622055901,1
geometry,2.206269295289,1
geometry,2.206306773774,1
geometry,2.206335497682,1
geometry,2.20639013436,1
geometry,2.2064,1
geometry,2.206456433213,1
geometry,2.206522787857,1
geometry,2.2066,1
geometry,2.206637813507,1
geometry,2.206673691781,1
geometry,2.206696485133,1
geometry,2.20670199684,1
geometry,2.206729703657,1
geometry,2.207002962164,1
geometry,2.207131398445,1
geometry,2.207257949923,1
geometry,2.207337648239,1
geometry,2.207391704403,1
geometry,2.207401117264,1
geometry,2.207435001082,1
geometry,2.207444365097,1
geometry,2.207455938405,1
geometry,2.207539268054,1
geometry,2.2076,1
geometry,2.207636596453,1
geometry,2.207674930781,1
geometry,2.207728089387,1
geometry,2.207745983181,1
geometry,2.2079,1
geometry,2.208,1
geometry,2.208031714446,1
geometry,2.208105511519,1
geometry,2.208127653126,1
geometry,2.2082,1
geometry,2.208219816957,1
geometry,2.208293791596,1
geometry,2.208385568313,1
geometry,2.2084,1
geometry,2.208431502221,1
geometry,2.208450391866,1
geometry,2.208453621126,1
geometry,2.208510501824,1
geometry,2.2087,1
geometry,2.208709508967,1
geometry,2.208779761543,1
geometry,2.208787622204,1
geometry,2.208858684178,1
geometry,2.208896139478,1
geometry,2.208915837011,1
geometry,2.208967694045,1
geometry,2.208982365706,1
geometry,2.209116484027,1
geometry,2.209152020195,1
geometry,2.209246565385,1
geometry,2.20927591758,1
geometry,2.20932921365,1
geometry,2.209424125358,1
geometry,2.209442497555,1
geometry,2.209534504143,1
geometry,2.209565409192,1
geometry,2.209575096785,1
geometry,2.209730684948,1
geometry,2.209826876703,1
geometry,2.209900593433,1
geometry,2.209915130723,1
geometry,2.209946688648,1
geometry,2.210012802376,1
geometry,2.210181454089,1
geometry,2.210190182616,1
geometry,2.210259091524,1
geometry,2.210362995641,1
geometry,2.210513850518,1
geometry,2.210520580655,1
geometry,2.210568903246,1
geometry,2.210656012138,1
geometry,2.210748137105,1
geometry,2.210773261026,1
geometry,2.21079232358,1
geometry,2.210792425806,1
geometry,2.2108,1
geometry,2.210803837974,1
geometry,2.210962793898,1
geometry,2.210967706684,1
geometry,2.210999874491,1
geometry,2.211006645852,1
geometry,2.211028155067,1
geometry,2.211029471536,1
geometry,2.21105756345,1
geometry,2.211108802162,1
geometry,2.211108822514,1
geometry,2.211126630627,1
geometry,2.211157429622,1
geometry,2.211182789821,1
geometry,2.211216806421,1
geometry,2.211313455845,1
geometry,2.211393969875,1
geometry,2.211395908697,1
geometry,2.211508745178,1
geometry,2.21155404354,1
geometry,2.211572477899,1
geometry,2.211576601658,1
geometry,2.211645840997,1
geometry,2.211653820108,1
geometry,2.21176914426,1
geometry,2.211851942378,1
geometry,2.211860519563,1
geometry,2.211874065131,1
geometry,2.2119,1
geometry,2.212092931291,1
geometry,2.212121376481,1
geometry,2.212196340744,1
geometry,2.212241826745,1
geometry,2.212289564682,1
geometry,2.212339535101,1
geometry,2.212417428591,1
geometry,2.212459690028,1
geometry,2.2125,1
geometry,2.212503706212,1
geometry,2.212527465366,1
geometry,2.212550850941,1
geometry,2.212616687092,1
geometry,2.212764336752,1
geometry,2.21284242209,1
geometry,2.212867702327,1
geometry,2.212928600617,1
geometry,2.213290226864,1
geometry,2.21329067583,1
geometry,2.213323628242,1
geometry,2.213405256613,1
geometry,2.213461490065,1
geometry,2.213530535592,1
geometry,2.213569819695,1
geometry,2.213642587456,1
geometry,2.213684806251,1
geometry,2.213825712652,1
geometry,2.213826195753,1
geometry,2.213914759726,1
geometry,2.213954730793,1
geometry,2.21399581494,1
geometry,2.21400999245,1
geometry,2.214018028382,1
geometry,2.214062021328,1
geometry,2.214098768499,1
geometry,2.214105347539,1
geometry,2.214131121908,1
geometry,2.2141679724,1
geometry,2.214169447746,1
geometry,2.214311808667,1
geometry,2.214354300543,1
geometry,2.214366026654,1
geometry,2.214457037289,1
geometry,2.214509484814,1
geometry,2.2146,1
geometry,2.214707718112,1
geometry,2.214805013024,1
geometry,2.214869976996,1
geometry,2.214899467245,1
geometry,2.214903164926,1
geometry,2.21497396373,1
geometry,2.215114788222,1
geometry,2.215134546704,1
geometry,2.215140470715,1
geometry,2.21516598983,1
geometry,2.215169111248,1
geometry,2.215261525193,1
geometry,2.215275724148,1
geometry,2.215286931754,1
geometry,2.215304499386,1
geometry,2.215392562053,1
geometry,2.215399395143,1
geometry,2.2154,1
geometry,2.215511719671,1
geometry,2.21559182387,1
geometry,2.215594912584,1
geometry,2.215610037439,1
geometry,2.215638100714,1
geometry,2.215655398898,1
geometry,2.215665419236,1
geometry,2.215697196708,1
geometry,2.215705480041,1
geometry,2.215710089339,1
geometry,2.215710449269,1
geometry,2.21573360707,1
geometry,2.215752491819,1
geometry,2.215757190368,1
geometry,2.215761063946,1
geometry,2.215881378659,1
geometry,2.215932096583,1
geometry,2.216,1
geometry,2.216000262055,1
geometry,2.216036273394,1
geometry,2.2161,1
geometry,2.216136592296,1
geometry,2.216148060261,1
geometry,2.216148328971,1
geometry,2.216265735421,1
geometry,2.216308000256,1
geometry,2.216312077529,1
geometry,2.216339483247,1
geometry,2.216355308835,1
geometry,2.2164,1
geometry,2.216461611668,1
geometry,2.216476615036,1
geometry,2.2165,1
geometry,2.2166,1
geometry,2.216665636341,1
geometry,2.216699997744,1
geometry,2.216733009408,1
geometry,2.216804056519,1
geometry,2.216847445135,1
geometry,2.216863795545,1
geometry,2.21693175673,1
geometry,2.217030622702,1
geometry,2.217181523273,1
geometry,2.217234462117,1
geometry,2.217255868749,1
geometry,2.217266396264,1
geometry,2.21730585659,1
geometry,2.217354787805,1
geometry,2.217364339706,1
geometry,2.2174778988,1
geometry,2.217525603573,1
geometry,2.217545915195,1
geometry,2.217742054433,1
geometry,2.217765149123,1
geometry,2.2179,1
geometry,2.217925390427,1
geometry,2.217953590588,1
geometry,2.217977508452,1
geometry,2.21804150923,1
geometry,2.218045809566,1
geometry,2.218084507858,1
geometry,2.2181,1
geometry,2.218119895317,1
geometry,2.21812368005,1
geometry,2.218185556711,1
geometry,2.218283430042,1
geometry,2.218313191744,1
geometry,2.218347718461,1
geometry,2.218424521141,1
geometry,2.218463514744,1
geometry,2.218464033966,1
geometry,2.218467118681,1
geometry,2.218509514967,1
geometry,2.218563297497,1
geometry,2.218565753477,1
geometry,2.218566458775,1
geometry,2.218566967098,1
geometry,2.218634968286,1
geometry,2.218671404242,1
geometry,2.218683243878,1
geometry,2.218687959884,1
geometry,2.218696023569,1
geometry,2.218769306234,1
geometry,2.218773519688,1
geometry,2.218836818395,1
geometry,2.218845723944,1
geometry,2.218847523491,1
geometry,2.218886058364,1
geometry,2.218886692127,1
geometry,2.218984349877,1
geometry,2.219046896004,1
geometry,2.219080322641,1
geometry,2.219113743303,1
geometry,2.219398078309,1
geometry,2.219398721501,1
geometry,2.2194,1
geometry,2.219524699119,1
geometry,2.219561017409,1
geometry,2.219590386385,1
geometry,2.219621354195,1
geometry,2.219772392837,1
geometry,2.2198,1
geometry,2.219844942783,1
geometry,2.219867271933,1
geometry,2.219945410365,1
geometry,2.220008297282,1
geometry,2.220045806397,1
geometry,2.220081068903,1
geometry,2.220118656739,1
geometry,2.220157730132,1
geometry,2.220202718973,1
geometry,2.220219320247,1
geometry,2.220229332186,1
geometry,2.220235293515,1
geometry,2.22024148086,1
geometry,2.220305364134,1
geometry,2.220446156744,1
geometry,2.220527059506,1
geometry,2.220543727709,1
geometry,2.22062806825,1
geometry,2.220805321837,1
geometry,2.220838073791,1
geometry,2.22090043676,1
geometry,2.221,1
geometry,2.221024070108,1
geometry,2.221068513126,1
geometry,2.221102367069,1
geometry,2.22110549772,1
geometry,2.221134466438,1
geometry,2.2211670536,1
geometry,2.221200769854,1
geometry,2.221238007283,1
geometry,2.22126797798,1
geometry,2.221272867717,1
geometry,2.221290601955,1
geometry,2.2213,1
geometry,2.221357643875,1
geometry,2.221465509073,1
geometry,2.221470384678,1
geometry,2.221472836656,1
geometry,2.221547003029,1
geometry,2.221618353813,1
geometry,2.22162637903,1
geometry,2.221629081102,1
geometry,2.221629135717,1
geometry,2.221671200921,1
geometry,2.221711867007,1
geometry,2.221730142629,1
geometry,2.221799144275,1
geometry,2.2218,1
geometry,2.221898651604,1
geometry,2.222035267497,1
geometry,2.222054357571,1
geometry,2.222147103141,1
geometry,2.222154135068,1
geometry,2.222157421666,1
geometry,2.222194118058,1
geometry,2.222245137243,1
geometry,2.222274795789,1
geometry,2.222433446923,1
geometry,2.222470937943,1
geometry,2.222546566763,1
geometry,2.2226,1
geometry,2.22263740717,1
geometry,2.222693618113,1
geometry,2.222715226174,1
geometry,2.222736487418,1
geometry,2.22278562994,1
geometry,2.222798096994,1
geometry,2.222813509946,1
geometry,2.22287057428,1
geometry,2.222911564818,1
geometry,2.222913539704,1
geometry,2.223025417566,1
geometry,2.223030442886,1
geometry,2.223032243356,1
geometry,2.223050043859,1
geometry,2.223146929467,1
geometry,2.22316385361,1
geometry,2.223183118114,1
geometry,2.2232,2
geometry,2.223226528719,1
geometry,2.223245020235,1
geometry,2.223469074817,1
geometry,2.22354714679,1
geometry,2.223561291412,1
geometry,2.223582434384,1
geometry,2.223597278061,1
geometry,2.2236,2
geometry,2.223619754477,1
geometry,2.2236898898,1
geometry,2.2237,2
geometry,2.223706914891,1
geometry,2.223925771693,1
geometry,2.223978391789,1
geometry,2.224005395677,1
geometry,2.224014227472,1
geometry,2.224028536238,1
geometry,2.224050097795,1
geometry,2.224080372499,1
geometry,2.224088229665,1
geometry,2.224109424017,1
geometry,2.224159981881,1
geometry,2.224163525163,1
geometry,2.224181133024,1
geometry,2.224210875473,1
geometry,2.224301428539,1
geometry,2.224329195832,1
geometry,2.224355346612,1
geometry,2.224363348081,1
geometry,2.224377384798,1
geometry,2.2244,1
geometry,2.224457046487,1
geometry,2.224489446292,1
geometry,2.224507701236,1
geometry,2.224509273975,1
geometry,2.224613123219,1
geometry,2.22461635494,1
geometry,2.224686367221,1
geometry,2.224761963672,1
geometry,2.224829187264,1
geometry,2.224934517388,1
geometry,2.224967493021,1
geometry,2.22499162976,1
geometry,2.225092583242,1
geometry,2.225173320376,1
geometry,2.225192734124,1
geometry,2.225195003253,1
geometry,2.225221862347,1
geometry,2.22523926354,1
geometry,2.225292129137,1
geometry,2.225300569586,1
geometry,2.225383611875,1
geometry,2.225432180499,1
geometry,2.225621039733,1
geometry,2.225697458102,1
geometry,2.225729156367,1
geometry,2.225775829105,1
geometry,2.225806898632,1
geometry,2.22586456641,1
geometry,2.225912276349,1
geometry,2.226004331981,1
geometry,2.226008324895,1
geometry,2.226027281632,1
geometry,2.226060960531,1
geometry,2.226283752692,1
geometry,2.2263,1
geometry,2.226332114151,1
geometry,2.22635380312,1
geometry,2.226420833984,1
geometry,2.226463278386,1
geometry,2.226464636481,1
geometry,2.226465195904,1
geometry,2.2265,1
geometry,2.22651459835,1
geometry,2.226665618513,1
geometry,2.226680036512,1
geometry,2.226727435498,1
geometry,2.226739593217,1
geometry,2.226750067924,1
geometry,2.22677215314,1
geometry,2.226799210751,1
geometry,2.226899082806,1
geometry,2.22692690832,1
geometry,2.227006294558,1
geometry,2.22704023044,1
geometry,2.227111373185,1
geometry,2.227116604491,1
geometry,2.227126801883,1
geometry,2.227129574587,1
geometry,2.227181364041,1
geometry,2.227308609623,1
geometry,2.227316660805,1
geometry,2.227326236208,1
geometry,2.227327389496,1
geometry,2.227330704565,1
geometry,2.227375338824,1
geometry,2.227417368613,1
geometry,2.2276,1
geometry,2.227622740951,1
geometry,2.227623774339,1
geometry,2.227724786638,1
geometry,2.22772626954,1
geometry,2.227733780474,1
geometry,2.22776303677,1
geometry,2.227805090859,1
geometry,2.227816797738,1
geometry,2.227836884738,1
geometry,2.227851288798,1
geometry,2.227894822473,1
geometry,2.227936994172,1
geometry,2.227940629819,1
geometry,2.228120830057,1
geometry,2.228183709886,1
geometry,2.228188581561,1
geometry,2.228223256319,1
geometry,2.228224203261,1
geometry,2.228228375638,1
geometry,2.228229414804,1
geometry,2.228242450154,1
geometry,2.2283,1
geometry,2.228390229235,1
geometry,2.228402671197,1
geometry,2.228428558424,1
geometry,2.228477830269,1
geometry,2.228522987691,1
geometry,2.228525755591,1
geometry,2.228560075923,1
geometry,2.228574989091,1
geometry,2.22863727795,1
geometry,2.228685313513,1
geometry,2.228696796835,1
geometry,2.228700582178,1
geometry,2.228719217772,1
geometry,2.228765810488,1
geometry,2.2288,1
geometry,2.228865783308,1
geometry,2.228872638802,1
geometry,2.228897072545,1
geometry,2.228970788279,1
geometry,2.229022259647,1
geometry,2.229024669371,1
geometry,2.229138311658,1
geometry,2.229250341483,1
geometry,2.229280674343,1
geometry,2.229315037555,1
geometry,2.229320456103,1
geometry,2.229332070935,1
geometry,2.229332588841,1
geometry,2.229388481176,1
geometry,2.2294,1
geometry,2.229566697814,1
geometry,2.2296,1
geometry,2.229652080803,1
geometry,2.22965631806,1
geometry,2.229661079066,1
geometry,2.229760603294,1
geometry,2.229807792165,1
geometry,2.229866802749,1
geometry,2.2299,1
geometry,2.229929729835,1
geometry,2.229938444218,1
geometry,2.229974855613,1
geometry,2.230006070246,1
geometry,2.230053775884,1
geometry,2.230120499547,1
geometry,2.230138263651,1
geometry,2.2301407691,1
geometry,2.230221879096,1
geometry,2.230254303886,1
geometry,2.230306618308,1
geometry,2.230344947536,1
geometry,2.230383933878,1
geometry,2.230403616261,1
geometry,2.230432445962,1
geometry,2.230462982768,1
geometry,2.230463392212,1
geometry,2.230465434052,1
geometry,2.230482720656,1
geometry,2.230537454068,1
geometry,2.230542174749,1
geometry,2.230642034258,1
geometry,2.2307,1
geometry,2.230802277209,1
geometry,2.230960129182,1
geometry,2.2310363426,1
geometry,2.231106518076,1
geometry,2.231123838637,1
geometry,2.231156042504,1
geometry,2.2312,1
geometry,2.231329131258,1
geometry,2.231336909232,1
geometry,2.231395039357,1
geometry,2.2314,1
geometry,2.231446133863,1
geometry,2.231468360744,1
geometry,2.231586023437,1
geometry,2.231610762431,1
geometry,2.231615482752,1
geometry,2.231638422774,1
geometry,2.231646826897,1
geometry,2.231708628775,1
geometry,2.231815091467,1
geometry,2.231831375799,1
